"","N_1","N_2","N_3","Y_1","Y_2","Y_3"
"Gene_2446",0,0,0,1,0,1
"Gene_2447",21,18,53,22,10,7
"Gene_2448",1,0,2,0,1,1
"Gene_2449",22,41,48,18,39,32
"Gene_2450",528,529,246,273,909,322
"Gene_2451",106,82,288,61,141,160
"Gene_2452",4,3,14,4,4,4
"Gene_2453",2,3,5,4,3,3
"Gene_2454",1,7,4,3,1,3
"Gene_2455",25,31,17,23,30,26
"Gene_2456",4,4,13,5,10,1
"Gene_2457",91,68,136,123,124,87
"Gene_2458",85,74,51,40,46,63
"Gene_2459",11,9,6,9,17,6
"Gene_2460",397,473,332,523,524,401
"Gene_2461",0,0,0,0,0,2
"Gene_2462",1,1,1,0,0,0
"Gene_2463",2,4,1,2,9,0
"Gene_2464",1,1,3,1,0,2
"Gene_2465",1,2,1,1,2,1
"Gene_2466",1,2,0,0,2,1
"Gene_2467",2,1,6,3,2,2
"Gene_2468",1,1,3,0,1,1
"Gene_2469",12,12,29,16,18,11
"Gene_2470",2,2,2,2,1,0
"Gene_2471",28,23,30,20,24,24
"Gene_2472",44,66,57,42,67,56
"Gene_2473",3,4,10,8,1,9
"Gene_2474",1,1,1,0,0,1
"Gene_2475",1,0,1,1,0,0
"Gene_2476",42,36,47,36,40,52
"Gene_2477",3,6,1,12,5,2
"Gene_2478",8,5,4,2,2,1
"Gene_2479",0,1,5,0,2,4
"Gene_2480",4,3,11,11,8,5
"Gene_2481",0,0,1,0,1,0
"Gene_2482",0,0,1,1,0,0
"Gene_2483",3,2,0,0,0,2
"Gene_2484",4,6,3,0,3,1
"Gene_2485",10,12,8,11,10,5
"Gene_2486",1,0,0,1,0,0
"Gene_2487",180,232,108,75,199,180
"Gene_2488",41,48,20,66,58,33
"Gene_2489",9,7,8,13,14,6
"Gene_2490",0,1,1,0,0,1
"Gene_2491",6,3,13,9,4,5
"Gene_2492",5,12,9,14,11,2
"Gene_2493",2,5,6,5,2,4
"Gene_2494",0,0,0,0,1,1
"Gene_2495",63,51,40,7,120,57
"Gene_2496",0,6,0,1,0,0
"Gene_2497",2694,1599,1517,983,2492,1942
"Gene_2498",27,12,11,13,32,33
"Gene_2499",19,23,18,35,18,20
"Gene_2500",0,0,0,0,1,0
"Gene_2501",1064,926,625,668,1149,856
"Gene_2502",17,18,25,9,18,23
"Gene_2503",7,4,9,3,5,5
"Gene_2504",6,2,6,15,7,7
"Gene_2505",16,14,20,15,18,12
"Gene_2506",18,14,2,3,10,8
"Gene_2507",152,139,108,227,124,198
"Gene_2508",2,1,1,4,1,0
"Gene_2509",6,3,5,2,6,9
"Gene_2510",5,8,11,16,14,11
"Gene_2511",54,42,74,84,49,80
"Gene_2512",24,28,9,34,24,17
"Gene_2513",38,32,46,36,44,21
"Gene_2514",1,2,1,2,1,2
"Gene_2515",258,257,210,261,284,272
"Gene_2516",24,10,29,16,55,13
"Gene_2517",69,45,50,24,66,59
"Gene_2518",4,0,10,0,0,0
"Gene_2519",37233,52881,65159,29174,70747,57440
"Gene_2520",1,1,1,0,1,5
"Gene_2521",27,33,26,16,24,43
"Gene_2522",88,77,135,131,405,103
"Gene_2523",3,3,5,3,2,3
"Gene_2524",42,39,38,37,33,39
"Gene_2525",7,4,7,1,12,13
"Gene_2526",0,0,0,0,0,2
"Gene_2527",31885,18487,14530,15040,37261,29953
"Gene_2528",11,6,5,4,3,8
"Gene_2529",21,12,15,6,14,12
"Gene_2530",3,4,8,4,18,10
"Gene_2531",0,0,0,1,1,0
"Gene_2532",19,23,45,15,26,16
"Gene_2533",13,9,14,0,5,16
"Gene_2534",65,76,49,80,76,164
"Gene_2535",1,0,0,0,1,2
"Gene_2536",24,21,40,16,15,34
"Gene_2537",0,4,5,6,5,2
"Gene_2538",53,58,46,24,63,56
"Gene_2539",0,2,0,0,0,0
"Gene_2540",41,59,43,34,41,34
"Gene_2541",125,85,58,66,113,106
"Gene_2542",1,0,0,0,0,0
"Gene_2543",331,309,157,206,406,286
"Gene_2544",266,219,195,49,263,231
"Gene_2545",394,558,209,215,1138,353
"Gene_2546",13,8,60,5,12,13
"Gene_2547",10,2,1,0,0,2
"Gene_2548",11,4,8,11,4,15
"Gene_2549",10,21,7,20,13,4
"Gene_2550",39,41,29,26,36,34
"Gene_2551",0,3,2,0,2,2
"Gene_2552",317,252,226,222,349,400
"Gene_2553",22,10,19,22,13,14
"Gene_2554",56,67,70,104,107,86
"Gene_2555",22,19,42,13,24,35
"Gene_2556",48,68,47,70,148,88
"Gene_2557",1,1,0,0,0,0
"Gene_2558",11,8,4,16,18,12
"Gene_2559",2,6,8,4,3,2
"Gene_2560",143,95,51,62,133,120
"Gene_2561",0,3,1,1,1,0
"Gene_2562",2,1,3,0,2,6
"Gene_2563",242,438,287,174,365,540
"Gene_2564",254,247,186,180,384,249
"Gene_2565",21,25,39,17,29,22
"Gene_2566",17,16,20,13,8,2
"Gene_2567",0,0,4,1,0,0
"Gene_2568",42,50,118,43,36,47
"Gene_2569",44,9,714,10,0,4
"Gene_2570",4,8,4,16,3,6
"Gene_2571",4,6,7,8,7,5
"Gene_2572",5,3,1,3,4,5
"Gene_2573",1097,630,888,654,962,1169
"Gene_2574",0,1,4,0,3,1
"Gene_2575",168,147,175,180,227,203
"Gene_2576",0,0,1,0,0,1
"Gene_2577",25,23,17,12,47,31
"Gene_2578",111,101,74,77,102,60
"Gene_2579",7,6,7,6,3,5
"Gene_2580",42,55,31,77,58,51
"Gene_2581",0,2,8,3,0,4
"Gene_2582",10,11,21,6,17,20
"Gene_2583",157,130,91,73,159,148
"Gene_2584",268,172,162,61,279,205
"Gene_2585",16,23,18,26,10,12
"Gene_2586",5,7,2,1,5,2
"Gene_2587",90,81,48,17,68,64
"Gene_2588",25,51,49,25,42,14
"Gene_2589",2,1,1,0,2,1
"Gene_2590",117,134,107,69,133,131
"Gene_2591",207,229,169,238,265,276
"Gene_2592",117,118,104,90,137,115
"Gene_2593",4,4,3,4,4,3
"Gene_2594",15,11,20,12,18,21
"Gene_2595",36,36,15,31,31,34
"Gene_2596",168,163,131,219,183,187
"Gene_2597",3,0,1,1,2,0
"Gene_2598",21,14,28,14,35,28
"Gene_2599",3,2,13,3,1,5
"Gene_2600",14,12,20,8,17,9
"Gene_2601",513,371,314,299,470,522
"Gene_2602",5,5,15,6,14,17
"Gene_2603",51,56,73,61,61,97
"Gene_2604",153,152,158,168,194,158
"Gene_2605",0,0,0,0,1,0
"Gene_2606",32,20,27,9,37,25
"Gene_2607",368,432,328,652,417,684
"Gene_2608",125,81,58,34,131,96
"Gene_2609",56,56,151,123,83,123
"Gene_2610",95,74,102,112,116,182
"Gene_2611",177,118,158,120,178,244
"Gene_2612",178,156,127,111,183,193
"Gene_2613",1,0,0,0,0,1
"Gene_2614",77,74,577,251,77,281
"Gene_2615",38,37,17,66,58,60
"Gene_2616",83,62,66,37,128,60
"Gene_2617",439,372,1118,458,522,673
"Gene_2618",1097,1254,595,1082,1583,1373
"Gene_2619",8,14,9,10,17,22
"Gene_2620",0,0,0,0,1,0
"Gene_2621",68,71,78,85,69,80
"Gene_2622",136,109,91,61,163,148
"Gene_2623",87,70,72,54,129,95
"Gene_2624",32,22,32,31,35,27
"Gene_2625",22,23,11,20,59,40
"Gene_2626",36,31,56,79,44,48
"Gene_2627",0,14,3,5,3,1
"Gene_2628",59,54,49,38,65,37
"Gene_2629",1,1,1,0,2,0
"Gene_2630",4,5,12,7,3,6
"Gene_2631",19,16,16,9,17,18
"Gene_2632",5,1,4,1,4,4
"Gene_2633",30,9,15,11,28,17
"Gene_2634",1,0,2,1,0,0
"Gene_2635",0,0,1,0,0,0
"Gene_2636",1,0,0,0,0,0
"Gene_2637",70,188,111,69,104,95
"Gene_2638",5,2,0,0,0,0
"Gene_2639",57,164,79,62,93,67
"Gene_2640",44,41,7,20,34,8
"Gene_2641",21,27,21,19,24,15
"Gene_2642",203,109,329,25,123,123
"Gene_2643",0,0,1,0,0,0
"Gene_2644",57,46,39,36,76,50
"Gene_2645",5,5,18,4,8,6
"Gene_2646",83,137,110,77,234,95
"Gene_2647",6,2,3,4,8,4
"Gene_2648",53,69,278,54,56,105
"Gene_2649",192,349,437,252,138,158
"Gene_2650",169,129,208,146,220,246
"Gene_2651",0,1,4,6,1,4
"Gene_2652",1,1,0,6,1,0
"Gene_2653",1712,1473,3159,638,2569,3400
"Gene_2654",0,2,0,0,0,0
"Gene_2655",17,19,41,39,34,15
"Gene_2656",9,7,16,10,2,11
"Gene_2657",1,0,1,0,1,0
"Gene_2658",0,0,0,0,1,0
"Gene_2659",0,0,1,1,1,2
"Gene_2660",9,7,2,7,12,7
"Gene_2661",42,49,107,41,74,39
"Gene_2662",7,7,3,9,7,9
"Gene_2663",36,45,83,36,60,102
"Gene_2664",26,18,19,11,27,29
"Gene_2665",0,2,1,0,0,0
"Gene_2666",4,5,8,5,5,5
"Gene_2667",1,1,4,0,1,0
"Gene_2668",12,12,5,0,7,14
"Gene_2669",15,18,21,10,25,16
"Gene_2670",30,16,17,12,18,15
"Gene_2671",0,4,0,0,0,0
"Gene_2672",0,3,5,1,7,7
"Gene_2673",12,7,18,10,21,4
"Gene_2674",22,16,14,20,30,19
"Gene_2675",4,2,0,13,2,13
"Gene_2676",14,3,24,20,20,23
"Gene_2677",1,0,2,1,1,0
"Gene_2678",5,11,13,9,5,9
"Gene_2679",21,11,23,12,15,17
"Gene_2680",0,1,0,0,0,0
"Gene_2681",34,31,55,44,35,30
"Gene_2682",2,5,9,5,0,4
"Gene_2683",17,8,13,19,21,18
"Gene_2684",16,9,10,9,9,7
"Gene_2685",4,7,3,4,12,6
"Gene_2686",42,48,33,6,61,73
"Gene_2687",76,66,92,47,91,106
"Gene_2688",12,16,10,9,11,8
"Gene_2689",2,3,2,3,1,2
"Gene_2690",32,22,9,10,29,14
"Gene_2691",300,306,725,541,728,272
"Gene_2692",1,1,1,0,1,0
"Gene_2693",79,44,45,58,53,83
"Gene_2694",61,57,56,46,58,41
"Gene_2695",31,17,24,86,71,18
"Gene_2696",237,224,183,150,222,156
"Gene_2697",5,3,22,4,14,8
"Gene_2698",91,77,42,36,96,57
"Gene_2699",128,100,599,556,204,396
"Gene_2700",35,31,38,8,57,34
"Gene_2701",25,20,35,13,48,48
"Gene_2702",22,33,29,22,35,35
"Gene_2703",40,36,23,16,38,30
"Gene_2704",20,14,4,6,23,15
"Gene_2705",3,3,1,3,6,4
"Gene_2706",0,0,1,0,0,1
"Gene_2707",0,0,1,0,0,0
"Gene_2708",289,238,195,262,279,286
"Gene_2709",1,0,0,1,3,0
"Gene_2710",380,281,106,220,433,209
"Gene_2711",24,24,19,16,34,15
"Gene_2712",219,357,524,409,370,440
"Gene_2713",89,81,144,57,86,122
"Gene_2714",59,34,140,43,63,72
"Gene_2715",227,212,185,153,231,161
"Gene_2716",4,1,14,2,3,7
"Gene_2717",51,21,14,17,29,33
"Gene_2718",94,72,103,56,92,86
"Gene_2719",69,102,106,88,98,97
"Gene_2720",9,2,5,2,9,6
"Gene_2721",22,21,55,24,16,28
"Gene_2722",47,40,117,51,17,29
"Gene_2723",1,0,0,0,0,0
"Gene_2724",0,0,0,0,1,0
"Gene_2725",5,6,3,3,7,3
"Gene_2726",4,1,1,1,5,9
"Gene_2727",451,218,354,144,433,356
"Gene_2728",12,12,19,21,18,22
"Gene_2729",6596,8444,7675,5754,10574,9127
"Gene_2730",35,29,29,32,44,72
"Gene_2731",15,17,19,15,36,23
"Gene_2732",9,5,1,1,2,8
"Gene_2733",1,0,0,0,0,1
"Gene_2734",19,5,7,11,17,16
"Gene_2735",14,16,13,7,10,2
"Gene_2736",4,3,5,0,2,3
"Gene_2737",0,2,1,0,1,1
"Gene_2738",2,0,0,0,0,2
"Gene_2739",124,103,142,83,175,157
"Gene_2740",59,59,35,38,58,89
"Gene_2741",4780,3059,2591,2174,5300,3474
"Gene_2742",0,0,5,0,0,1
"Gene_2743",1,0,0,0,2,0
"Gene_2744",11,8,7,1,11,12
"Gene_2745",19,5,7,17,15,11
"Gene_2746",99,156,155,154,197,141
"Gene_2747",2,4,2,0,2,2
"Gene_2748",16,10,10,7,7,13
"Gene_2749",52,57,34,48,58,58
"Gene_2750",32,28,12,4,32,16
"Gene_2751",10,9,4,6,3,4
"Gene_2752",4,5,1,1,6,12
"Gene_2753",0,1,1,0,0,1
"Gene_2754",3,2,1,2,5,5
"Gene_2755",0,0,0,0,2,0
"Gene_2756",0,0,0,0,1,0
"Gene_2757",13,14,27,12,16,13
"Gene_2758",109,100,321,88,92,173
"Gene_2759",1,1,1,1,1,2
"Gene_2760",9,4,13,12,11,7
"Gene_2761",5,26,34,17,10,22
"Gene_2762",139,128,70,54,119,71
"Gene_2763",0,21,13,50,163,11
"Gene_2764",0,1,2,4,2,5
"Gene_2765",11,11,6,12,10,14
"Gene_2766",10,8,17,2,7,5
"Gene_2767",0,2,1,1,1,1
"Gene_2768",0,1,3,1,4,1
"Gene_2769",5,0,7,24,2,39
"Gene_2770",8,7,9,10,9,9
"Gene_2771",181,164,226,121,176,205
"Gene_2772",3,5,3,2,1,1
"Gene_2773",8,12,3,0,3,5
"Gene_2774",154,118,130,88,176,177
"Gene_2775",12,5,6,7,9,13
"Gene_2776",34,26,23,44,56,26
"Gene_2777",2,0,5,0,2,2
"Gene_2778",3,6,2,4,7,8
"Gene_2779",0,0,0,0,0,1
"Gene_2780",0,0,1,0,0,0
"Gene_2781",1,3,3,1,4,5
"Gene_2782",0,0,0,0,0,2
"Gene_2783",3,0,0,1,1,0
"Gene_2784",3,2,2,8,3,4
"Gene_2785",33,63,104,47,83,25
"Gene_2786",46,43,38,61,36,26
"Gene_2787",19,30,28,27,36,13
"Gene_2788",0,3,2,0,1,0
"Gene_2789",57,61,69,31,83,61
"Gene_2790",6,6,9,9,2,4
"Gene_2791",1,0,0,2,0,2
"Gene_2792",5,2,7,3,5,3
"Gene_2793",16,13,12,16,17,13
"Gene_2794",283,285,136,162,362,250
"Gene_2795",9,5,8,5,15,3
"Gene_2796",55,21,59,9,70,19
"Gene_2797",3,6,3,6,2,14
"Gene_2798",57,29,29,12,53,29
"Gene_2799",3,5,3,0,3,1
"Gene_2800",230,186,609,195,122,125
"Gene_2801",29,25,71,21,33,33
"Gene_2802",23,17,14,5,25,19
"Gene_2803",0,6,0,1,9,2
"Gene_2804",1,4,11,13,11,9
"Gene_2805",105,86,125,124,114,134
"Gene_2806",10,13,8,3,19,13
"Gene_2807",1140,1036,1068,549,1321,1445
"Gene_2808",20,12,12,16,13,7
"Gene_2809",63,46,89,50,85,65
"Gene_2810",312,320,255,312,435,424
"Gene_2811",238,206,240,258,287,226
"Gene_2812",10,10,16,5,18,5
"Gene_2813",60,40,35,37,32,28
"Gene_2814",14,12,14,23,18,10
"Gene_2815",9,9,22,17,7,18
"Gene_2816",8,8,21,7,7,4
"Gene_2817",26,31,24,44,52,38
"Gene_2818",32,32,44,20,42,44
"Gene_2819",52,49,23,8,40,36
"Gene_2820",31,31,46,31,30,51
"Gene_2821",251,202,204,274,348,297
"Gene_2822",745,664,619,1016,890,877
"Gene_2823",233,236,367,163,191,234
"Gene_2824",28,32,40,23,51,47
"Gene_2825",142,133,100,183,147,203
"Gene_2826",0,1,0,0,0,0
"Gene_2827",18,29,32,11,23,26
"Gene_2828",36,56,41,51,55,43
"Gene_2829",7,9,6,2,2,4
"Gene_2830",43,47,87,65,47,58
"Gene_2831",115,81,88,126,89,94
"Gene_2832",103,103,91,154,49,91
"Gene_2833",315,267,333,215,412,373
"Gene_2834",31,18,38,34,39,28
"Gene_2835",86,64,80,47,92,107
"Gene_2836",158,292,294,148,635,119
"Gene_2837",21,18,23,20,29,27
"Gene_2838",73,65,98,89,66,77
"Gene_2839",100,128,47,220,162,173
"Gene_2840",2,0,1,0,0,1
"Gene_2841",140,182,167,149,214,187
"Gene_2842",12,14,86,15,3,6
"Gene_2843",35,30,40,24,47,37
"Gene_2844",9,13,25,4,18,9
"Gene_2845",11,10,5,4,7,8
"Gene_2846",28,22,12,13,30,15
"Gene_2847",72,28,121,41,76,43
"Gene_2848",8,2,13,7,2,2
"Gene_2849",0,0,1,0,0,0
"Gene_2850",0,0,1,0,3,1
"Gene_2851",3,7,13,11,12,6
"Gene_2852",232,255,108,143,205,176
"Gene_2853",0,1,3,3,1,2
"Gene_2854",2,4,4,3,6,3
"Gene_2855",33,43,27,45,30,37
"Gene_2856",1,0,0,0,0,1
"Gene_2857",46,27,33,23,36,25
"Gene_2858",14,17,5,9,7,15
"Gene_2859",3,0,1,0,0,2
"Gene_2860",7,6,2,5,2,5
"Gene_2861",11,7,7,10,5,13
"Gene_2862",445,1880,2682,1298,342,640
"Gene_2863",7,10,4,13,9,6
"Gene_2864",0,1,5,0,3,2
"Gene_2865",17,12,16,11,17,18
"Gene_2866",77,104,75,120,119,218
"Gene_2867",1279,1074,523,1204,983,658
"Gene_2868",1,4,0,1,2,1
"Gene_2869",0,1,7,0,3,1
"Gene_2870",8,18,33,14,10,7
"Gene_2871",113,155,103,102,110,112
"Gene_2872",1,3,0,0,0,2
"Gene_2873",16,6,24,1,10,10
"Gene_2874",9,2,1,0,1,0
"Gene_2875",167,199,185,262,189,405
"Gene_2876",58,38,56,26,88,42
"Gene_2877",2,1,2,2,2,2
"Gene_2878",9,9,5,16,6,4
"Gene_2879",2,0,4,4,2,1
"Gene_2880",2,0,0,0,0,0
"Gene_2881",1,1,0,1,2,3
"Gene_2882",178,151,266,216,133,351
"Gene_2883",3,4,11,7,7,2
"Gene_2884",2,1,7,0,0,0
"Gene_2885",1945,2787,4118,3104,3401,4838
"Gene_2886",35,29,28,48,40,32
"Gene_2887",3,0,3,0,1,0
"Gene_2888",23,17,19,15,31,12
"Gene_2889",43,32,20,46,44,28
"Gene_2890",2,5,5,5,4,1
"Gene_2891",122,119,167,61,136,166
"Gene_2892",14,37,27,45,20,26
"Gene_2893",3,7,4,9,9,5
"Gene_2894",8,20,20,13,17,20
"Gene_2895",14,13,9,5,8,3
"Gene_2896",26,22,65,25,32,21
"Gene_2897",76,68,39,125,89,52
"Gene_2898",10,35,74,32,19,18
"Gene_2899",24,23,11,9,28,21
"Gene_2900",3,1,9,2,2,2
"Gene_2901",60,77,51,33,68,53
"Gene_2902",0,0,0,0,1,0
"Gene_2903",0,1,0,0,0,0
"Gene_2904",1,0,2,0,0,2
"Gene_2905",27,12,19,14,15,29
"Gene_2906",604,685,501,459,1087,900
"Gene_2907",1,2,2,0,0,0
"Gene_2908",28,26,11,6,26,24
"Gene_2909",182,102,69,86,206,123
"Gene_2910",0,0,1,0,0,0
"Gene_2911",2,1,4,1,0,1
"Gene_2912",4,3,15,0,2,4
"Gene_2913",28,36,28,28,39,36
"Gene_2914",2,4,6,4,1,1
"Gene_2915",11,16,14,15,12,11
"Gene_2916",1,0,1,0,3,0
"Gene_2917",0,1,9,0,0,0
"Gene_2918",17,21,29,14,26,12
"Gene_2919",0,1,0,0,0,0
"Gene_2920",97,89,43,71,112,113
"Gene_2921",2,0,0,0,2,0
"Gene_2922",6,1,9,4,7,10
"Gene_2923",88,69,64,97,113,119
"Gene_2924",91,70,96,114,128,79
"Gene_2925",8,14,9,32,18,22
"Gene_2926",73,63,29,22,141,65
"Gene_2927",84,86,142,80,103,90
"Gene_2928",0,0,2,0,1,0
"Gene_2929",327,153,64,155,205,333
"Gene_2930",37,71,93,96,83,34
"Gene_2931",6,6,4,7,4,6
"Gene_2932",11,52,62,166,26,213
"Gene_2933",17,5,8,9,13,11
"Gene_2934",1,0,0,1,1,0
"Gene_2935",7,7,6,11,14,13
"Gene_2936",0,1,5,1,0,0
"Gene_2937",48,34,34,31,56,36
"Gene_2938",2,0,1,0,0,0
"Gene_2939",14,13,9,21,19,18
"Gene_2940",0,2,2,1,4,4
"Gene_2941",110,57,64,99,208,114
"Gene_2942",927,1197,2139,242,1599,1111
"Gene_2943",13,12,71,9,6,3
"Gene_2944",137,114,128,154,220,160
"Gene_2945",1,1,0,1,3,4
"Gene_2946",40,109,131,94,110,146
"Gene_2947",290,279,211,153,354,322
"Gene_2948",0,1,5,1,1,0
"Gene_2949",2,6,9,0,8,7
"Gene_2950",7,7,24,6,9,8
"Gene_2951",27,24,14,9,26,18
"Gene_2952",3,0,0,2,3,0
"Gene_2953",265,263,236,333,259,253
"Gene_2954",0,0,1,0,0,0
"Gene_2955",0,0,0,0,0,1
"Gene_2956",0,1,4,9,0,1
"Gene_2957",1,3,1,1,0,2
"Gene_2958",25,21,56,18,42,30
"Gene_2959",1,0,0,1,0,0
"Gene_2960",0,1,1,1,0,1
"Gene_2961",284,178,158,218,204,155
"Gene_2962",62,40,56,63,68,84
"Gene_2963",1342,622,423,252,1558,270
"Gene_2964",3028,2740,3190,1932,3249,4232
"Gene_2965",311,285,165,201,508,334
"Gene_2966",183,127,109,103,337,242
"Gene_2967",2,0,0,0,0,0
"Gene_2968",1,3,3,0,0,0
"Gene_2969",11,12,13,9,9,9
"Gene_2970",75,88,140,109,85,89
"Gene_2971",0,0,3,0,1,1
"Gene_2972",9,10,16,19,5,15
"Gene_2973",38,32,41,29,56,38
"Gene_2974",8,6,18,14,16,15
"Gene_2975",273,245,259,160,391,390
"Gene_2976",11,12,8,2,14,11
"Gene_2977",16,5,17,5,24,15
"Gene_2978",14,34,23,14,18,31
"Gene_2979",12,6,31,79,10,17
"Gene_2980",153,240,159,264,234,180
"Gene_2981",3,3,7,22,3,10
"Gene_2982",154,138,181,110,227,210
"Gene_2983",146,144,188,181,195,208
"Gene_2984",57,48,37,85,67,135
"Gene_2985",43,32,19,25,56,41
"Gene_2986",14,11,47,25,17,16
"Gene_2987",27,25,33,35,61,50
"Gene_2988",54,96,105,66,65,107
"Gene_2989",2,1,0,7,3,2
"Gene_2990",80,68,39,84,57,58
"Gene_2991",5,6,4,10,7,0
"Gene_2992",0,0,0,0,1,0
"Gene_2993",284,312,307,384,320,454
"Gene_2994",2,1,1,1,0,0
"Gene_2995",1,2,0,2,0,1
"Gene_2996",0,1,0,0,1,0
"Gene_2997",57,39,52,62,50,42
"Gene_2998",41,36,44,39,56,67
"Gene_2999",29,31,11,1,25,14
"Gene_3000",74,67,42,32,101,62
"Gene_3001",1,0,3,0,3,3
"Gene_3002",151,210,267,198,305,265
"Gene_3003",341,334,339,231,463,523
"Gene_3004",195,203,225,187,314,332
"Gene_3005",0,8,25,2,2,0
"Gene_3006",36,25,27,29,16,24
"Gene_3007",70,43,93,54,284,86
"Gene_3008",38,31,27,14,30,36
"Gene_3009",1,1,10,0,1,0
"Gene_3010",22,15,30,16,18,36
"Gene_3011",150,138,233,186,238,295
"Gene_3012",89,115,64,240,79,1049
"Gene_3013",259,255,112,94,533,94
"Gene_3014",3,6,3,2,8,12
"Gene_3015",62,94,104,58,151,119
"Gene_3016",8,10,5,13,7,8
"Gene_3017",50,62,65,63,82,92
"Gene_3018",182,274,305,328,252,199
"Gene_3019",257,268,229,271,368,401
"Gene_3020",10,8,5,4,7,13
"Gene_3021",0,1,0,0,0,0
"Gene_3022",1,3,1,2,3,1
"Gene_3023",163,130,80,181,200,198
"Gene_3024",29,31,61,39,29,20
"Gene_3025",2,2,2,0,2,5
"Gene_3026",440,400,349,344,616,544
"Gene_3027",21,9,16,11,16,11
"Gene_3028",10,15,11,17,23,6
"Gene_3029",4,8,4,11,6,5
"Gene_3030",91,117,165,114,109,179
"Gene_3031",2,5,1,2,5,3
"Gene_3032",11,17,10,14,16,16
"Gene_3033",54,63,103,119,85,54
"Gene_3034",1,0,1,0,2,0
"Gene_3035",1,3,2,1,3,6
"Gene_3036",0,0,0,0,1,0
"Gene_3037",124,77,87,27,115,88
"Gene_3038",32,29,28,23,29,31
"Gene_3039",0,1,1,3,2,4
"Gene_3040",11,7,11,4,9,3
"Gene_3041",13,6,7,13,17,12
"Gene_3042",5,2,3,4,8,4
"Gene_3043",58,28,39,28,38,45
"Gene_3044",0,1,6,1,0,0
"Gene_3045",4,15,23,9,14,15
"Gene_3046",2,1,6,2,7,6
"Gene_3047",15,25,20,36,19,21
"Gene_3048",0,0,0,2,0,0
"Gene_3049",296,229,310,137,368,336
"Gene_3050",0,0,0,0,1,0
"Gene_3051",12,13,26,22,18,12
"Gene_3052",287,279,260,287,369,429
"Gene_3053",9,7,7,27,3,7
"Gene_3054",4,5,8,20,8,7
"Gene_3055",68,38,60,38,72,88
"Gene_3056",199,594,255,550,187,266
"Gene_3057",22,15,16,9,32,20
"Gene_3058",36,30,28,20,31,44
"Gene_3059",103,86,101,64,101,118
"Gene_3060",0,0,0,0,2,0
"Gene_3061",35,19,16,22,41,28
"Gene_3062",0,0,0,0,1,1
"Gene_3063",155,147,113,134,187,178
"Gene_3064",171,190,114,215,214,216
"Gene_3065",5,19,8,9,11,9
"Gene_3066",57,60,78,84,68,125
"Gene_3067",12,22,25,29,25,35
"Gene_3068",0,0,0,0,0,1
"Gene_3069",44,61,48,50,72,46
"Gene_3070",35,51,57,30,47,64
"Gene_3071",542,531,707,776,736,748
"Gene_3072",11,14,18,12,23,19
"Gene_3073",155,186,219,211,261,291
"Gene_3074",51,49,60,73,47,44
"Gene_3075",7,5,39,12,3,5
"Gene_3076",10,30,27,30,24,28
"Gene_3077",180,142,231,126,281,288
"Gene_3078",32,22,30,17,51,33
"Gene_3079",25,9,25,16,27,39
"Gene_3080",111,218,119,266,162,253
"Gene_3081",27,54,63,55,48,68
"Gene_3082",279,280,252,138,319,393
"Gene_3083",24,26,38,30,41,31
"Gene_3084",194,195,169,186,278,288
"Gene_3085",61,62,96,62,74,66
"Gene_3086",73,71,140,51,61,85
"Gene_3087",23,10,13,26,34,19
"Gene_3088",397,365,261,456,461,502
"Gene_3089",120,85,77,124,134,104
"Gene_3090",0,0,1,1,0,0
"Gene_3091",8,7,11,5,7,10
"Gene_3092",8,6,16,33,11,2
"Gene_3093",2,0,2,10,4,3
"Gene_3094",85,88,70,80,107,77
"Gene_3095",610,572,570,566,589,896
"Gene_3096",26,36,54,62,52,59
"Gene_3097",1,6,0,3,1,4
"Gene_3098",89,857,285,223,119,208
"Gene_3099",110,76,100,116,116,126
"Gene_3100",37,44,54,34,42,37
"Gene_3101",28,19,31,18,17,23
"Gene_3102",2,1,3,4,3,1
"Gene_3103",2,1,3,1,6,4
"Gene_3104",80,78,61,53,102,109
"Gene_3105",732,650,958,407,950,772
"Gene_3106",15,25,50,40,20,31
"Gene_3107",0,2,1,5,0,0
"Gene_3108",21,23,61,27,23,24
"Gene_3109",86,137,82,108,105,111
"Gene_3110",36,41,32,32,49,36
"Gene_3111",111,131,84,120,78,83
"Gene_3112",647,143,319,266,1049,57
"Gene_3113",1,0,0,0,0,0
"Gene_3114",86,81,84,52,64,71
"Gene_3115",16,22,34,21,21,13
"Gene_3116",1,5,1,6,3,6
"Gene_3117",1,0,0,1,0,0
"Gene_3118",6,3,2,22,7,6
"Gene_3119",0,0,0,0,1,1
"Gene_3120",17,28,32,11,25,20
"Gene_3121",105,127,155,136,113,121
"Gene_3122",15,18,45,15,19,24
"Gene_3123",0,0,1,0,0,0
"Gene_3124",0,0,1,0,0,0
"Gene_3125",6,13,8,4,5,11
"Gene_3126",0,0,0,0,1,2
"Gene_3127",0,0,1,0,0,0
"Gene_3128",8,18,15,12,11,18
"Gene_3129",4,3,12,3,3,1
"Gene_3130",0,0,1,1,0,0
"Gene_3131",4,3,8,13,6,6
"Gene_3132",8,13,14,0,22,10
"Gene_3133",121,114,87,69,136,107
"Gene_3134",35,28,55,20,41,17
"Gene_3135",0,0,0,0,1,0
"Gene_3136",8,8,33,28,5,49
"Gene_3137",1,3,10,3,7,2
"Gene_3138",18,31,24,27,8,84
"Gene_3139",396,228,429,236,295,307
